0,1,0.2258374989032745
1,2,0.23412911891937255
2,3,0.26413296937942504
3,4,0.2820069270133972
4,5,0.2999190853118896
5,6,0.31038399732589717
6,7,0.32195110438156127
7,8,0.3274024684303284
8,9,0.33970935100753785
9,10,0.3389302191402893
10,11,0.3472164331237305
11,12,0.3467973267054456
12,13,0.3526298043141304
13,14,0.3503277204638444
14,15,0.3576744855764939
15,16,0.35266142256995636
16,17,0.35817623834574575
17,18,0.3552984994695446
18,19,0.3605286003378547
19,20,0.35768540628120404
20,21,0.3638860459766692
21,22,0.35582360480081476
22,23,0.36199884923607967
23,24,0.3593120057124547
24,25,0.3635528015338571
25,26,0.3642233209158892
26,27,0.36981110551034896
27,28,0.3525245832090109
28,29,0.36007077972200685
29,30,0.35584480452601414
30,31,0.3629613810066241
31,32,0.35644965727829087
32,33,0.36476184940161194
33,34,0.3566314698208683
34,35,0.3638184381097146
35,36,0.36361258700904775
36,37,0.3700094191754909
37,38,0.3659666281059415
38,39,0.3659539998242277
39,40,0.36422648314648975
