0,1,0.0990824401378631
1,2,0.1596411883831024
2,3,0.23941660046577454
3,4,0.315630234003067
4,5,0.38006561799049376
5,6,0.4345855343532562
6,7,0.4781164186115265
7,8,0.5140952740261078
8,9,0.5435160442679596
9,10,0.5592238452726288
10,11,0.5772489039119293
11,12,0.5915424423227436
12,13,0.6033231733327941
13,14,0.6165543030551573
14,15,0.6263006943971814
15,16,0.6317102920121491
16,17,0.6402422911588276
17,18,0.6440467790760949
18,19,0.6482467386721584
19,20,0.6519444783687003
20,21,0.6555052280521039
21,22,0.6576142835674074
22,23,0.6603313760791651
23,24,0.6639336870214005
24,25,0.6667798117459214
25,26,0.666405877808356
26,27,0.6697147854206704
27,28,0.6712071280501928
28,29,0.670322190572181
29,30,0.6717906778152934
30,31,0.6735482445416541
31,32,0.6752875227366502
32,33,0.6790426956793436
33,34,0.6804467193592052
34,35,0.6830694527809894
35,36,0.6852182776561424
36,37,0.684480728556576
37,38,0.6859554897843972
38,39,0.6861008197724328
39,40,0.6869001502191725
