0,1,0.3502028882503509
1,2,0.39528115391731256
2,3,0.4507493722438812
3,4,0.48658874917030337
4,5,0.5265271621227264
5,6,0.55220615609169
6,7,0.5757526859264372
7,8,0.5869202080142975
8,9,0.6020922102196502
9,10,0.6095413111247711
10,11,0.6208436335681732
11,12,0.6261796143984113
12,13,0.6323802225193569
13,14,0.6320890040636771
14,15,0.6386466414595076
15,16,0.6407879823961513
16,17,0.6451568504881058
17,18,0.649571412844133
18,19,0.6523747408644387
19,20,0.6537862041149156
20,21,0.6563644777866373
21,22,0.6589162809331519
22,23,0.6620859898733678
23,24,0.6616612552170504
24,25,0.6658972429373592
25,26,0.6674880938016611
26,27,0.6673836682011627
27,28,0.6664089425665105
28,29,0.6694724121249893
29,30,0.6697259639833676
30,31,0.669306105085272
31,32,0.6648184452700963
32,33,0.6708524223714083
33,34,0.6696805236666804
34,35,0.6752614544587974
35,36,0.6744515637610938
36,37,0.6762535417112461
37,38,0.6778835203667135
38,39,0.6778875915062219
39,40,0.6775654034526223
